emp_title,emp_length,state,homeownership,annual_income,verified_income,delinq_2y,months_since_last_delinq,num_historical_failed_to_pay,total_debit_limit,account_never_delinq_percent,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,paid_principal,paid_interest,paid_late_fees
freelance electrician,4,NY,RENT,36000,Source Verified,0,NA,0,14500,100,0,moving,individual,3000,36,7.35,93.12,Current,2621.67,462.54,378.33,84.21,0
rn,2,CA,RENT,103000,Not Verified,0,NA,0,40000,100,0,vacation,joint,8000,36,16.01,281.3,Fully Paid,0,8017.784444,8000,17.78,0
program director ,5,CA,RENT,45000,Source Verified,0,NA,0,9600,100,0,debt_consolidation,individual,8000,36,11.99,265.68,Current,7245.93,1057.39,754.07,303.32,0
waitress,10,CA,RENT,60000,Not Verified,0,NA,0,19200,100,0,debt_consolidation,individual,3500,36,7.34,108.62,Current,3236.76,324.43,263.24,61.19,0
,NA,NM,OWN,50000,Source Verified,1,23,0,7800,95,0,debt_consolidation,joint,15000,60,15.05,357.25,Current,14310.67,1416.46,689.33,727.13,0
,NA,FL,OWN,24000,Not Verified,1,18,0,21300,75,0,debt_consolidation,individual,15000,36,14.08,513.25,Current,13274.12,2542.78,1725.88,816.9,0
teacher ,10,NV,MORTGAGE,97000,Source Verified,1,19,0,52100,86,0,credit_card,individual,22000,36,7.35,682.83,Current,19225.82,3405.17,2774.18,630.99,0
billing supervisor,10,NJ,RENT,58734,Verified,0,NA,1,21200,100,1,credit_card,individual,13000,36,11.98,431.67,Current,12085.27,1286.36,914.73,371.63,0
purchasing manager,10,FL,MORTGAGE,102000,Source Verified,0,NA,0,36300,100,0,home_improvement,individual,25000,60,11.98,555.86,Current,24071.97,1650.94,928.03,722.91,0
registered nurse,5,CT,MORTGAGE,79000,Source Verified,0,64,0,38000,96.2,0,debt_consolidation,joint,22000,60,7.35,439.27,Current,20458.63,2178.38,1541.37,637.01,0
medical assistant ,6,UT,MORTGAGE,35000,Not Verified,0,30,0,10200,72.7,0,debt_consolidation,joint,15000,36,12.62,502.67,Current,13598.4,1989.65,1401.6,588.05,0
pca,1,NJ,RENT,32028,Source Verified,0,45,0,8000,92.3,0,debt_consolidation,individual,20000,60,14.07,466.1,Current,19297.02,1382.67,702.98,679.69,0
cyber specialist,2,NJ,RENT,74000,Source Verified,0,NA,0,25400,100,0,small_business,individual,24000,36,17.47,861.29,Current,22968.77,1699.29,1031.23,668.06,0
sr systems engineer,3,PA,MORTGAGE,92000,Not Verified,0,NA,0,27200,100,0,car,individual,12000,36,6.07,365.45,Current,11081.12,1092.3,918.88,173.42,0
head teller,10,TN,MORTGAGE,25000,Verified,0,41,0,28400,96.3,0,debt_consolidation,joint,16000,60,19.03,415.32,Current,15338.12,1644.36,661.88,982.48,0
planning asso,10,MN,MORTGAGE,53000,Verified,0,NA,0,63600,100,0,credit_card,joint,16000,60,9.43,335.49,Current,15578.84,662.6,421.16,241.44,0
client service rep ii,4,AZ,MORTGAGE,42000,Source Verified,1,15,1,12000,95,1,debt_consolidation,individual,6000,36,13.59,203.88,Current,5304.78,1014.87,695.22,319.65,0
general maintenance iii,9,PA,RENT,64000,Source Verified,0,61,0,11800,93.3,0,other,individual,10000,36,7.96,313.18,Current,9254.54,930.7,745.46,185.24,0
underwriter/agent,3,GA,MORTGAGE,62339,Verified,0,40,0,10000,97.2,0,debt_consolidation,joint,20000,36,12.62,670.23,Current,18131.19,2645.86,1868.81,777.05,0
clerk,10,LA,MORTGAGE,67000,Source Verified,1,18,0,46700,97.6,0,major_purchase,individual,13500,36,7.96,422.8,Current,11981.11,1679.26,1518.89,160.37,0
front desk receptionist guard,6,NY,RENT,22000,Verified,0,NA,0,15700,100,0,credit_card,individual,6000,36,15.04,208.11,Current,5596.25,619.32,403.75,215.57,0
sales associate,10,CA,MORTGAGE,32000,Not Verified,0,NA,0,5800,100,0,debt_consolidation,joint,18550,60,11.98,412.45,Current,17861.39,1243.15,688.61,554.54,0
,NA,NC,MORTGAGE,36000,Verified,0,66,1,12100,86.7,0,credit_card,individual,16000,60,23.88,459.18,Current,15267.52,2253.45,732.48,1520.97,0
warehouse manager,10,GA,OWN,98000,Source Verified,0,NA,0,22300,100,0,credit_card,individual,20000,36,18.06,723.66,Current,17822.13,3578.17,2177.87,1400.3,0
accountant,0,NV,MORTGAGE,58500,Verified,0,NA,0,1500,100,0,debt_consolidation,individual,30000,36,21.45,1137.2,Current,26885.89,5392.97,3114.11,2278.86,0
sales,3,NJ,MORTGAGE,90000,Verified,0,68,0,31500,84.6,0,home_improvement,individual,31700,60,10.9,687.66,Current,30489.91,2062.99,1210.09,852.9,0
automotive mechanic,3,NC,RENT,88000,Source Verified,0,NA,0,12600,100,0,major_purchase,individual,11200,60,14.08,261.07,Current,10672.17,1057.43,527.83,529.6,0
lead respiratory therapist ,10,NY,RENT,70000,Not Verified,2,10,0,20700,76.9,0,major_purchase,individual,12000,36,16.02,422.01,Current,10655.53,2099.37,1344.47,754.9,0
service department manager ,0,NH,RENT,104000,Not Verified,0,35,0,49500,95.8,0,debt_consolidation,individual,17000,36,7.35,527.64,Current,15290.92,2134.86,1709.08,425.78,0
technician,10,CA,RENT,96000,Not Verified,0,NA,0,46900,100,0,debt_consolidation,individual,11000,36,6.08,335.05,Current,9573.71,1632.77,1426.29,206.48,0
registered nurse,6,MI,RENT,55000,Not Verified,0,NA,0,9900,100,0,credit_card,individual,9000,36,20,334.48,Current,8243.43,1327.92,756.57,571.35,0
licensing specialist,0,GA,RENT,45000,Source Verified,0,NA,0,28300,100,0,debt_consolidation,individual,19000,36,9.43,608.01,Current,17613.05,1814.08,1386.95,427.13,0
client services mgr,2,PA,MORTGAGE,61000,Verified,0,NA,1,8300,100,1,debt_consolidation,individual,8000,36,17.47,287.1,Current,7480.6,907.9,519.4,388.5,0
ceo/vp of opns,10,CT,MORTGAGE,112000,Not Verified,0,NA,0,86400,100,0,debt_consolidation,individual,26500,60,9.43,555.65,Current,25449.58,1653.07,1050.42,602.65,0
assistant manager,2,NY,RENT,21000,Not Verified,0,38,0,9100,83.3,0,debt_consolidation,joint,25000,60,26.77,759.96,Current,24590.98,1482.74,409.02,1073.72,0
asistence eng,0,NJ,MORTGAGE,85000,Not Verified,0,52,0,42100,96,0,credit_card,individual,14000,36,7.97,438.52,Current,11427.83,3024.83,2572.17,452.66,0
mechanic,3,VA,MORTGAGE,65000,Not Verified,0,NA,0,5000,100,0,debt_consolidation,individual,5000,36,15.05,173.45,Current,4548.63,689.62,451.37,238.25,0
,NA,WA,OWN,15380,Verified,0,NA,0,2000,100,0,medical,joint,2100,36,15.04,72.84,Current,1958.68,225.35,141.32,84.03,0
bookkeeper,10,AL,MORTGAGE,44000,Not Verified,0,NA,1,17500,100,1,home_improvement,individual,10000,36,11.99,332.1,Current,6347.65,3986.68,3652.35,334.33,0
practice specialist,4,MA,MORTGAGE,124500,Verified,0,62,0,80845,95,0,debt_consolidation,individual,33600,36,9.93,1083.08,Current,30339.65,4159.34,3260.35,898.99,0
sr planning & analysis anst,10,FL,MORTGAGE,100000,Not Verified,0,NA,0,66400,100,0,credit_card,individual,14400,36,6.72,442.79,Current,12568.86,2208.57,1831.14,377.43,0
training manager ,10,NY,MORTGAGE,65000,Not Verified,0,33,0,10700,94.7,0,debt_consolidation,individual,10000,60,9.44,209.73,Current,9469.53,833.68,530.47,303.21,0
housekeeping,10,CA,OWN,59000,Source Verified,0,NA,0,38900,100,0,credit_card,individual,5000,36,6.08,152.3,Current,4358.7,759.81,641.3,118.51,0
,NA,CT,RENT,44050,Not Verified,0,NA,1,7800,100,1,debt_consolidation,individual,3000,36,19.03,110.02,Current,2677.71,546.93,322.29,224.64,0
supervisor,4,NC,RENT,39600,Source Verified,0,NA,0,4000,100,0,major_purchase,individual,4800,36,14.07,164.22,Current,4582.85,324.69,217.15,107.54,0
shipping manager,10,CA,MORTGAGE,64000,Verified,0,NA,0,14100,100,0,debt_consolidation,individual,22400,36,10.91,732.4,Current,20255.99,2916.02,2144.01,772.01,0
warehouse manager,0,OR,MORTGAGE,90000,Verified,0,NA,0,51380,100,0,credit_card,individual,35000,60,15.04,833.39,Current,34205.61,1637.54,794.39,843.15,0
plant protection technician ,1,OH,RENT,42000,Not Verified,0,NA,0,16900,100,0,credit_card,individual,10000,36,7.97,313.23,Current,8749.43,1561.72,1250.57,311.15,0
corrections officer,3,NY,RENT,63000,Not Verified,0,29,0,5500,78.3,0,credit_card,individual,9600,36,14.08,328.48,Current,8495.88,1634.89,1104.12,530.77,0
business analyst,10,PA,MORTGAGE,116000,Verified,0,NA,0,23850,86,0,credit_card,individual,14000,60,10.91,303.77,Current,13284.37,1206.59,715.63,490.96,0
tooling designer ,8,TN,OWN,61000,Source Verified,0,NA,0,7100,100,0,credit_card,individual,6000,36,10.91,196.18,Current,5278.86,977.26,721.14,256.12,0
technical specialist,10,WA,MORTGAGE,71000,Not Verified,1,14,1,13500,95.8,1,debt_consolidation,individual,6000,36,9.43,192.01,Current,5709.13,401.32,290.87,110.45,0
,NA,AZ,MORTGAGE,58000,Not Verified,0,NA,0,17700,100,0,debt_consolidation,individual,12000,36,9.92,386.76,Current,11130.16,1127.86,869.84,258.02,0
,NA,PA,RENT,20000,Verified,0,NA,1,13100,100,1,debt_consolidation,individual,4200,36,10.91,137.33,Current,3797.98,544.23,402.02,142.21,0
pilot,2,AR,RENT,187116,Verified,0,NA,0,7000,100,0,debt_consolidation,individual,25000,36,21.45,947.67,Current,22942.47,3731.1,2057.53,1673.57,0
director of operations,3,MA,RENT,128000,Not Verified,0,46,0,34100,97.3,0,credit_card,individual,16000,60,13.59,368.9,Current,15236.35,1542.04,763.65,778.39,0
buyer i,1,TX,RENT,63000,Source Verified,1,19,1,16000,95.2,1,credit_card,individual,5000,36,6.71,153.73,Current,4620.57,449.08,379.43,69.65,0
forman ,4,AK,RENT,90000,Source Verified,0,NA,0,32500,100,0,debt_consolidation,individual,36000,36,6.71,1106.81,Current,33268.25,3293.59,2731.75,561.84,0
director,5,FL,OWN,60000,Source Verified,0,63,0,30250,90,0,debt_consolidation,individual,16000,36,9.93,515.75,Current,14051.26,2561.1,1948.74,612.36,0
,NA,IN,MORTGAGE,20076,Verified,0,NA,0,20400,100,0,debt_consolidation,joint,22400,60,9.92,475.06,Current,21523.13,1400.49,876.87,523.62,0
time and travel coordinator,8,PA,MORTGAGE,42433,Source Verified,0,NA,0,24000,100,0,debt_consolidation,individual,13000,60,11.98,289.05,Current,12679.88,569.45,320.12,249.33,0
,NA,NY,OWN,50000,Not Verified,0,51,0,7500,87.5,0,credit_card,individual,15000,60,21.45,409.61,Fully Paid,0,15125.12,15000,125.12,0
sr financial analyst,10,TX,MORTGAGE,85000,Not Verified,0,NA,0,154800,100,0,debt_consolidation,joint,40000,60,9.93,848.51,Current,37904.12,3371.97,2095.88,1276.09,0
registered nurse,1,FL,RENT,65000,Source Verified,0,NA,1,26800,100,1,debt_consolidation,individual,17000,36,10.42,551.91,Current,14943.12,2749.71,2056.88,692.83,0
auto technician ,10,MI,MORTGAGE,80000,Verified,0,NA,0,33210,100,0,debt_consolidation,individual,35000,60,29.69,1125.72,Current,33635.31,5570.87,1364.69,4206.18,0
storeroom attendant,2,CA,RENT,35000,Source Verified,0,NA,0,13400,100,0,debt_consolidation,individual,10000,36,6.08,304.59,Current,8976.56,1214.98,1023.44,191.54,0
,NA,ID,RENT,23077,Verified,3,18,1,4200,84.2,1,debt_consolidation,joint,16000,36,18.06,578.93,Current,14616.64,2299.67,1383.36,916.31,0
owner,10,VT,MORTGAGE,110000,Not Verified,0,38,0,14500,92.6,0,debt_consolidation,individual,20000,36,9.92,644.6,Current,18550.28,1922.78,1449.72,473.06,0
delivery driver,10,NC,RENT,75000,Not Verified,2,3,0,14000,86.4,0,debt_consolidation,individual,15000,36,10.91,490.45,Current,13564.27,1952.71,1435.73,516.98,0
lead,10,ID,RENT,120000,Not Verified,0,37,0,12500,100,0,debt_consolidation,individual,12600,36,10.91,411.98,Current,11085.68,2082.72,1514.32,568.4,0
night shift associate,4,AK,RENT,22800,Source Verified,0,NA,0,3500,100,0,medical,individual,10000,36,15.04,346.85,Current,9327.09,1032.19,672.91,359.28,0
sr network administrator,3,IL,MORTGAGE,90000,Not Verified,0,NA,0,13800,100,0,other,individual,1200,36,7.96,37.59,Current,932.74,287.24,267.26,19.98,0
medical biller,10,IL,RENT,32000,Not Verified,0,NA,0,101500,100,0,debt_consolidation,joint,13000,36,5.31,391.44,Current,11993.82,1170.48,1006.18,164.3,0
vp security specialist,10,FL,MORTGAGE,70500,Source Verified,0,53,1,8800,92.9,1,debt_consolidation,joint,24000,60,19.42,628.14,Current,23269.08,1832.63,730.92,1101.71,0
stylest,10,NY,OWN,80000,Not Verified,0,NA,0,52700,100,0,credit_card,individual,16000,60,10.42,343.27,Current,15171.95,1349.92,828.05,521.87,0
maintenance technician,6,SC,OWN,45000,Not Verified,1,19,0,26100,91.3,0,home_improvement,individual,6000,36,13.59,203.88,Fully Paid,0,6085.556865,6000,85.56,0
,NA,GA,OWN,20800,Not Verified,0,NA,1,43800,100,0,debt_consolidation,individual,14450,36,15.05,501.27,Current,13041.82,2093,1408.18,684.82,0
,NA,TX,OWN,30000,Verified,0,38,0,12600,97.8,0,other,joint,1600,36,13.58,54.36,Current,1490,160.67,110,50.67,0
operating engineer,10,IL,MORTGAGE,90000,Source Verified,2,11,0,10000,90.5,0,home_improvement,individual,40000,60,9.43,838.71,Current,38414.48,2495.17,1585.52,909.65,0
registered nurse,9,MO,MORTGAGE,71104,Source Verified,0,43,0,20924,73,0,credit_card,individual,8000,36,5.32,240.92,Current,6963.58,1199.87,1036.42,163.45,0
military,10,CO,RENT,65000,Source Verified,0,NA,0,1000,100,0,other,individual,5000,36,9.93,161.18,Current,4390.97,811.42,609.03,202.39,0
architectural detailer,5,TX,MORTGAGE,63500,Verified,0,NA,0,87100,100,0,home_improvement,individual,31000,60,11.98,689.27,Current,29849.23,2047.18,1150.77,896.41,0
banker,3,CA,RENT,35000,Verified,0,NA,0,25800,100,0,debt_consolidation,individual,12000,60,17.47,301.28,Current,11614.7,880.55,385.3,495.25,0
manager,9,CA,RENT,130000,Verified,0,NA,0,53300,87.5,0,credit_card,individual,17000,36,12.62,569.7,Current,15003.87,2836.58,1996.13,840.45,0
claims imaging technician,3,NC,MORTGAGE,30800,Verified,0,NA,0,108600,100,0,credit_card,individual,18000,60,10.42,386.18,Current,16830.46,1967.37,1169.54,797.83,0
sandblaster,2,UT,MORTGAGE,60000,Source Verified,0,NA,0,33300,100,0,debt_consolidation,joint,25000,36,9.43,800.01,Current,22557.19,3173.85,2442.81,731.04,0
glazier,3,CA,RENT,75000,Not Verified,0,NA,3,11400,100,1,debt_consolidation,individual,25000,36,10.9,817.29,Current,23213.25,2436.73,1786.75,649.98,0
vp,2,IL,MORTGAGE,75000,Not Verified,0,25,0,48000,95.2,0,credit_card,individual,20000,60,16.02,486.58,Current,18872.39,2397.3,1127.61,1269.69,0
accountant,2,CA,RENT,75000,Source Verified,0,NA,0,50500,100,0,credit_card,individual,12000,36,7.97,375.88,Current,10499.3,1868.77,1500.7,368.07,0
programmer,2,TX,MORTGAGE,65000,Not Verified,0,39,0,41200,96.4,0,home_improvement,individual,24000,60,7.35,479.21,Current,22318.48,2371.55,1681.52,690.03,0
director,1,UT,RENT,65000,Source Verified,0,NA,0,23500,100,0,debt_consolidation,individual,30000,60,15.05,714.49,Current,28621.37,2908.13,1378.63,1529.5,0
executive admin,9,MI,MORTGAGE,70000,Source Verified,0,30,0,33000,84.8,0,debt_consolidation,individual,25000,36,11.99,830.24,Current,22643.18,3304.31,2356.82,947.49,0
truck driver,0,PA,MORTGAGE,81800,Source Verified,0,NA,0,36500,100,0,debt_consolidation,individual,40000,36,10.41,1298.41,Current,37120.94,3872.1,2879.06,993.04,0
training specialist,3,MA,RENT,83000,Not Verified,0,26,0,13900,65.4,0,credit_card,individual,10000,36,9.93,322.35,Current,8782.01,1600.72,1217.99,382.73,0
driver,4,NY,RENT,50000,Not Verified,0,NA,0,28100,100,0,credit_card,individual,16000,36,7.35,496.6,Current,13879.82,2576.47,2120.18,456.29,0
e-9,10,AZ,MORTGAGE,148000,Source Verified,0,NA,0,47500,100,0,debt_consolidation,individual,25000,60,7.34,499.06,Current,24305.6,987.93,694.4,293.53,0
medical dosimetrist,10,GA,MORTGAGE,132200,Source Verified,0,NA,0,54200,100,0,debt_consolidation,individual,36000,60,7.96,729.27,Current,34518.81,2155.97,1481.19,674.78,0
process engineer,1,NY,RENT,75000,Not Verified,0,NA,0,12300,100,0,debt_consolidation,individual,9600,36,13.58,326.16,Current,8715.03,1272.06,884.97,387.09,0
instructor asst,10,OH,MORTGAGE,40000,Source Verified,0,NA,0,21600,100,0,major_purchase,individual,6000,36,6.07,182.73,Current,5540.54,546.17,459.46,86.71,0
a&p technician,10,AZ,RENT,60000,Verified,2,18,0,9000,73.9,0,debt_consolidation,individual,20000,36,14.07,684.24,Current,18634.9,2021.45,1365.1,656.35,0
owner ,10,CA,RENT,90000,Not Verified,0,NA,0,37000,100,0,major_purchase,individual,15000,36,6.07,456.81,Current,13851.4,1360.31,1148.6,211.71,0
bartender,6,AZ,RENT,52000,Not Verified,0,NA,0,35400,100,0,small_business,individual,15000,36,9.93,483.52,Current,13173.04,2409.32,1826.96,582.36,0
rn,1,MD,MORTGAGE,82000,Not Verified,2,3,0,20000,92.6,0,credit_card,individual,7000,36,12.61,234.55,Current,6511.93,698.75,488.07,210.68,0
truck driver,5,CA,RENT,40000,Not Verified,0,NA,0,38200,100,0,major_purchase,individual,6000,36,5.32,180.69,Current,5379.53,720.99,620.47,100.52,0
billing clerk,10,PA,RENT,53045,Verified,0,52,0,2100,93.8,0,vacation,joint,5000,36,21.85,190.57,Current,4695.95,559.57,304.05,255.52,0
general manager,9,NE,MORTGAGE,46236,Verified,0,33,1,16500,95,1,other,individual,8000,36,16.01,281.3,Current,7469.28,836.78,530.72,306.06,0
proofreader ,1,PA,MORTGAGE,65000,Not Verified,0,34,0,13200,85,0,debt_consolidation,individual,16000,36,15.04,554.96,Current,14923.34,1638.14,1076.66,561.48,0
mechanical engineer,2,CA,MORTGAGE,118500,Not Verified,0,64,0,21800,94.1,0,car,individual,5000,36,5.31,150.56,Current,4482.84,599.29,517.16,82.13,0
detention transportion officer,5,NY,MORTGAGE,140000,Not Verified,0,36,0,70000,95.2,0,credit_card,individual,40000,36,7.97,1252.91,Current,36011.51,4993.93,3988.49,1005.44,0
senior closer,3,CA,RENT,94000,Not Verified,0,NA,0,81400,100,0,debt_consolidation,individual,25000,60,12.62,563.98,Fully Paid,0,25010.33694,25000,10.34,0
centrel supply manager,8,OH,RENT,40000,Verified,0,NA,0,5800,100,0,debt_consolidation,joint,10000,60,15.04,238.11,Current,9657.41,697.62,342.59,355.03,0
evs lead ,3,OR,RENT,38000,Verified,0,NA,0,5100,100,0,moving,joint,3000,36,21.85,114.34,Current,2754.54,450.08,245.46,204.62,0
project support manager,5,GA,MORTGAGE,57000,Not Verified,0,NA,0,51500,100,0,debt_consolidation,individual,28000,60,9.43,587.1,Current,27262.98,1144.86,737.02,407.84,0
claims examiner,5,FL,MORTGAGE,33500,Not Verified,0,NA,1,39000,100,1,debt_consolidation,individual,10000,36,9.44,320.05,Current,8773.94,1595.01,1226.06,368.95,0
foreman,10,FL,MORTGAGE,50000,Not Verified,0,NA,1,21700,100,1,debt_consolidation,individual,7000,36,6.07,213.18,Current,6463.98,637.18,536.02,101.16,0
president,10,FL,MORTGAGE,290000,Source Verified,0,80,0,52000,96.9,0,debt_consolidation,individual,14975,36,7.96,468.99,Current,14233.24,924.74,741.76,182.98,0
owner,2,TX,OWN,45000,Not Verified,2,5,0,10900,69.7,0,major_purchase,individual,10000,36,20,371.64,Current,8941.47,1847.09,1058.53,788.56,0
analyst,10,CO,MORTGAGE,50000,Not Verified,0,49,0,11300,90,0,credit_card,individual,2200,36,10.42,71.43,Current,1987.95,284.45,212.05,72.4,0
nurse,10,CA,MORTGAGE,58756,Verified,0,NA,1,43900,100,1,credit_card,individual,30000,36,19.42,1106.07,Current,28108,3285.84,1892,1393.84,0
truck driver ,5,TX,OWN,70000,Source Verified,0,NA,0,14100,100,0,debt_consolidation,individual,38400,36,7.35,1191.84,Current,33557.84,6042.91,4842.16,1200.75,0
,NA,AL,OWN,55160.04,Verified,0,46,5,43400,95.8,0,other,individual,40000,36,11.98,1328.2,Current,37185.49,3957.98,2814.51,1143.47,0
quality review specialist,10,MI,MORTGAGE,135000,Verified,0,44,0,4700,76.9,0,debt_consolidation,individual,40000,60,13.58,922.05,Current,38575.85,2735.97,1424.15,1311.82,0
biller and collector,2,CA,OWN,33000,Not Verified,0,NA,0,8600,100,0,other,individual,12800,36,20.39,478.25,Current,12004.36,1405.75,795.64,610.11,0
legal secretary,9,CA,MORTGAGE,86000,Source Verified,0,NA,1,9500,100,1,debt_consolidation,individual,7000,36,9.43,224.01,Current,6489,668.36,511,157.36,0
carpenter foreman,10,HI,MORTGAGE,120000,Not Verified,0,NA,0,54200,100,0,debt_consolidation,individual,20000,60,7.35,399.34,Current,18598.74,1988.53,1401.26,587.27,0
ceo,9,NY,RENT,450000,Verified,1,6,0,63000,78.6,0,debt_consolidation,individual,20175,36,15.04,699.77,Fully Paid,0,20633.16677,20175,458.17,0
president,2,NY,MORTGAGE,125000,Verified,8,8,0,1000,68,0,debt_consolidation,individual,25000,36,12.62,837.79,Current,23257.18,2495.84,1742.82,753.02,0
medical coding auditor ,0,NC,RENT,83000,Source Verified,0,NA,0,22000,100,0,credit_card,individual,35000,36,5.32,1054.02,Current,31380.61,4205.74,3619.39,586.35,0
general manager,1,FL,RENT,36000,Not Verified,0,NA,0,14000,100,0,credit_card,individual,5000,36,9.92,161.15,Current,4598.08,516.79,401.92,114.87,0
manager,1,CA,RENT,50000,Source Verified,0,NA,0,24200,100,0,moving,individual,3000,36,6.07,91.37,Current,2770.26,273.1,229.74,43.36,0
office manager,5,PA,OWN,50000,Source Verified,0,NA,0,97700,100,0,debt_consolidation,individual,20000,60,20,529.88,Current,19193.94,2075.08,806.06,1269.02,0
project manager,0,IL,RENT,70500,Verified,0,NA,0,34600,100,0,debt_consolidation,individual,35000,36,10.41,1136.11,Current,32480.82,3509.54,2519.18,990.36,0
atm technician,1,NJ,RENT,60000,Source Verified,0,NA,0,41500,100,0,credit_card,individual,35000,36,6.07,1065.88,Current,33217.83,2108.15,1782.17,325.98,0
